id	N	mean	sd	se	sentence	task	reference
AC-OC-02-R0410	12	2	1.12815215	0.325669474	Quale candidato Susanna ha pensato che lo studente avrebbe dovuto considerare questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0411	13	1.384615385	0.767947648	0.212990355	Chi è che Maria ha saputo perché Carlo incontrerà?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0412	15	5.8	1.698739028	0.438612531	quale paziente dici che l'infermiera abbia chiamato e Marco medicato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0413	15	2.666666667	1.877181271	0.48468612	Carlo conosceva bene lo studente che vedere sarebbe piaciuto a Anna .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0414	15	4.933333333	1.667618776	0.430577316	Questo candidato, Giulio ha scritto che lei aveva detto che Carla avrebbe dovuto menzionarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0415	12	2	0.852802865	0.246182982	Sapevo chi Maria voleva chiamare e Marco visitarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0416	14	1.5	0.940539943	0.251369873	Quale problema lo studente dovrebbe descrivere questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0417	15	3	1.362770288	0.351865775	Chi è che lei dovrebbe descriverlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0418	13	3.846153846	1.863963244	0.516970389	Maria potrebbe aver finito nessun esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0419	12	5.833333333	1.193416283	0.344509606	Quale problema lui ha pensato che Carla avrebbe dovuto menzionare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0420	12	4.333333333	2.14617348	0.619546918	Maria potrebbe aver mai finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0421	15	5.266666667	2.016597795	0.520683312	Maria ti ha detto perché Carlo farà un sopralluogo .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0422	11	6.818181818	0.404519917	0.121967344	Maria ti ha detto perché il ministro parlerà col diplomatico.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0423	15	3	1.463850109	0.377964473	Questo, lui ha affermato che il professore aveva detto che lo studente avrebbe dovuto considerare questo problema .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0424	14	2.071428571	1.384768001	0.370094816	Chi pensi che l'infermiera voglia registrarlo e Marco visitare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0425	15	2.8	1.61245155	0.4163332	Quale provvedimento Maria ha saputo dove il ministro prenderà?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0426	15	2.933333333	1.624221425	0.419372169	quale paziente pensi che l'infermiera abbia registrato un uomo e il dottore visitato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0427	12	5.416666667	1.781640375	0.514315275	Sapevo chi Maria aveva chiamato e Marco visitato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0428	14	2.928571429	1.542439911	0.412234406	Quale candidato Giulio ha scritto che lei aveva detto che Carla avrebbe dovuto menzionare questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0429	15	2.6	1.45405836	0.375436254	A chi è che Maria ha saputo dove Carlo darà il premio?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0430	11	2.272727273	1.848832555	0.55744399	Uno studente potrebbe aver finito alcunchè in così poco tempo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0431	12	4.5	2.022599587	0.583874208	Nessuno studente si aspetta che un altro studente abbia finito nessun esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0432	12	1.666666667	0.778498944	0.224733287	Sapevo chi Maria voleva chiamarlo e il dottore medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0433	13	4.307692308	1.548365557	0.429439339	Nessuno sostiene di avere finito alcunchè in così poco tempo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0434	15	5.4	1.882247896	0.485994317	Conoscevo il paziente che l'infermiera voleva vedere e Marco testare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0435	12	4.75	2.094364733	0.604591021	Che cos'è che Carla dovrebbe menzionare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0436	15	3.333333333	1.588650221	0.410187723	Ho sentito cos'è che Maria ti ha detto perché Carlo farà .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0437	15	5.2	1.934646516	0.499523583	Maria potrebbe aver già finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0438	14	4.714285714	1.683794772	0.450013082	Ci dissero chi l'infermiera voleva registrare e Marco medicare .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0439	15	3.666666667	2.093072474	0.540428989	Uno studente si aspetta che Francesco possa aver finito alcunchè in così poco tempo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0440	12	2.416666667	1.240112409	0.357989617	Ci dissero chi l'infermiera voleva registrare e Marco medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0441	15	3.066666667	1.486446706	0.383798889	Conoscevo il paziente che l'infermiera aveva chiamato un paziente e il dottore medicato un malato .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0442	14	2.714285714	1.815682598	0.485261586	Quale problema lui ha pensato che Carla avrebbe dovuto menzionare questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0443	15	2.933333333	1.533747356	0.396011865	Ci dissero quale paziente l'infermiera voleva chiamarlo e il dottore medicare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0444	12	4.916666667	2.1514618	0.621073525	Uno studente sostiene di avere mai finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0445	14	3.428571429	1.827747067	0.488485951	Carlo conosceva bene il compagno di classe che incontrare divertiva sempre Anna.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0446	12	6.833333333	0.389249472	0.112366644	Ci mostrarono il paziente che Maria aveva registrato e Marco testato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0447	15	3.6	1.882247896	0.485994317	Ci mostrarono l'anziano signore che l'infermiera aveva visto un paziente e il dottore medicato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0448	13	3.461538462	1.506396618	0.41779925	Ci mostrarono il paziente che Maria voleva vedere e Marco medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0449	14	5	1.037749043	0.277350098	Sapevo quale paziente l'infermiera aveva chiamato e il dottore medicato .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0450	13	3.846153846	1.675616993	0.464732537	Uno studente pensa che Francesco abbia mai finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0451	14	2.285714286	1.683794772	0.450013082	Questo problema, lui ha scritto che lei aveva detto che costui avrebbe dovuto descrivere questo problema.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0452	15	2.8	1.424279266	0.367747325	Conoscevo il paziente che Maria voleva vederlo e Marco visitarlo .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0453	13	2.153846154	1.463224399	0.405825431	Conoscevo il paziente che l'infermiera aveva visto un paziente e Marco testato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0454	14	3.428571429	1.988980632	0.531577434	Maria sostiene di avere finito alcunchè in così poco tempo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0455	12	4.166666667	2.552479484	0.736837359	Ho sentito chi è che Maria ha saputo che il ministro incontrerà.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0456	11	2.090909091	1.868397466	0.563343032	Chi è che lo studente dovrebbe considerare questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0457	14	2.857142857	1.915810447	0.512021879	Ho sentito a chi è che Maria ha saputo quando il ministro darà il premio.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0458	12	3.583333333	2.503028469	0.72256208	Uno studente ha finito alcunchè in così poco tempo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0459	15	2.533333333	1.407463101	0.36340541	Chi è che lui ha affermato che il professore aveva detto che lo studente avrebbe dovuto considerarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0460	12	2.666666667	1.61432977	0.466016864	Chi dici che l'infermiera abbia registrato un uomo e Marco visitato l'anziano signore?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0461	14	3	1.176696811	0.314485451	Ci mostrarono l'anziano signore che l'infermiera voleva vederlo e il dottore medicare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0462	14	2.857142857	1.915810447	0.512021879	Sapevo che Maria voleva chiamare e il dottore medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0463	14	5.071428571	1.859043828	0.496850362	Chi pensi che l'infermiera voglia registrare e Marco visitare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0464	15	3.533333333	1.641718032	0.423889773	Questo, lui ha pensato che Carla avrebbe dovuto menzionarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0465	15	4.333333333	1.951800146	0.503952631	Uno studente pensa che Francesco abbia finito alcunchè in così poco tempo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0466	13	6.153846154	1.14354375	0.317161971	Carlo conosceva bene lo studente che Anna sperava sempre di vedere.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0467	14	2.785714286	1.968153036	0.526011025	A chi è che Maria ha saputo quando Carlo darà il premio?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0468	15	5.533333333	1.846489591	0.476761562	Ci dissero chi Maria voleva chiamare e Marco medicare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0469	15	4.733333333	1.79151439	0.462567026	Nessuno si aspetta che qualcuno abbia finito nessun esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0470	12	2.5	1.566698904	0.452267017	Che cos'è che il giornalista ha scritto che Susanna aveva detto che lo studente avrebbe dovuto considerarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0471	14	1.714285714	0.994490316	0.265788717	quale paziente pensi che l'infermiera abbia registrato e il dottore visitato l'anziano signore?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0472	15	2.333333333	0.816496581	0.210818511	Ci mostrarono il paziente che l'infermiera aveva registrato un paziente e Marco medicato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0473	12	5.416666667	1.831955405	0.528839973	Nessuno studente si aspetta che un altro studente abbia mai finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0474	12	6	0.953462589	0.275240941	Nessuno studente si aspetta che qualcuno abbia mai finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0475	14	2.857142857	1.791309914	0.478747712	Quale candidato lui ha detto che lei avrebbe dovuto descriverlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0476	15	4.333333333	1.718249386	0.443650084	Maria si aspetta che qualcuno possa aver finito nessun esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0477	12	3.5	1.678744119	0.484611685	Maria si aspetta che qualcuno possa aver finito alcunchè in così poco tempo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0478	12	2.083333333	1.164500153	0.336162238	quale paziente dici che l'infermiera abbia chiamato e Marco medicato l'anziano signore?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0479	14	5.714285714	1.637473261	0.437633137	Conoscevo il paziente che Maria voleva registrare e Marco medicare .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0480	14	2.428571429	1.283881478	0.343131758	Chi pensi che Maria abbia chiamato un uomo e il dottore medicato l'anziano signore?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0481	12	2.416666667	1.378954369	0.398069838	Che cos'è che il professore ha pensato che lo studente avrebbe dovuto considerare questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0482	15	5.2	1.373213125	0.354562104	Nessuno sostiene di avere finito alcunchè in così poco tempo .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0483	12	6.833333333	0.389249472	0.112366644	Ci mostrarono il paziente che l'infermiera voleva registrare e Marco medicare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0484	14	1.857142857	0.949262293	0.253701019	Che cos'è che Carla dovrebbe menzionare questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0485	13	6.461538462	0.877058019	0.243252128	Ci mostrarono l'anziano signore che l'infermiera aveva visto e il dottore medicato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0486	15	3.266666667	1.437590577	0.371184291	Ci mostrarono il paziente che Maria aveva visto e Marco medicato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0487	12	5.166666667	1.800673275	0.5198096	Nessuno studente sostiene di avere finito alcunchè in così poco tempo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0488	14	1.785714286	0.892582375	0.238552674	Sapevo chi Maria voleva chiamarlo e il dottore medicare .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0489	13	5.307692308	2.213015115	0.613779959	Sapevo che Maria aveva chiamato un uomo e Marco medicato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0490	13	2.153846154	1.405118847	0.38970985	Ci mostrarono il paziente che l'infermiera aveva registrato un paziente e Marco medicato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0491	15	3.133333333	1.505545305	0.388730126	Quale problema il professore ha detto che lei avrebbe dovuto descrivere questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0492	12	3.75	2.137330536	0.61699418	Chi pensi che Maria voglia chiamare e il dottore medicarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0493	12	4.916666667	1.928651594	0.556753758	Questo candidato, lo studente dovrebbe descriverlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0494	12	3.5	2.195035721	0.633652232	Quale candidato il giornalista ha affermato che Susanna aveva pensato che lo studente avrebbe dovuto considerare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0495	12	2.083333333	1.083624669	0.312815497	Sapevo quale paziente l'infermiera aveva chiamato un uomo e il dottore medicato l'anziano signore.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0496	15	6.2	1.373213125	0.354562104	Nessuno studente sospetta che qualcuno abbia già finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0497	14	3.5	2.066211695	0.552218304	Uno studente potrebbe aver finito nessun esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0498	11	2.363636364	1.026910636	0.309625207	Ci mostrarono il paziente che Maria voleva vederlo e Marco medicare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0499	13	5.153846154	1.214231845	0.336767321	Carlo conosceva bene il compagno di classe che vedere divertiva sempre Anna.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0500	14	3.5	1.454436185	0.388714421	Uno studente pensa che Francesco abbia finito nessun esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0501	13	3.153846154	1.573009528	0.436274347	Quale candidato Carla dovrebbe considerarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0502	13	3.461538462	1.71344607	0.475224436	Conoscevo il paziente che Maria voleva vedere e Marco visitarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0503	15	5.133333333	1.959105724	0.505838923	Sapevo quale paziente l'infermiera aveva registrato e Marco visitato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0504	11	2.363636364	1.501514387	0.452723622	Ci dissero chi Maria voleva chiamarlo e Marco medicare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0505	12	2.083333333	1.56427929	0.451568535	Chi dici che l'infermiera abbia chiamato un uomo e il dottore medicato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0506	12	5.833333333	1.193416283	0.344509606	Ci dissero chi l'infermiera aveva registrato e il dottore visitato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0507	15	5.466666667	1.245945806	0.321701824	Ci mostrarono il paziente che Maria aveva visto e Marco medicato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0508	12	3.583333333	1.880924982	0.542976272	Ci dissero che l'infermiera voleva chiamarlo e il dottore visitare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0509	15	2.866666667	1.505545305	0.388730126	Ci mostrarono il paziente che l'infermiera voleva chiamarlo e Marco medicare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
